Station,Scenario,return_period,mean,5th_percentile,95th_percentile,lat,lon,elev,CV
GGG,SSP585,0.9,1.0600203234271797,0.9715878306307556,1.2283181120800366,32.38401,-94.71149,124.0,0.24219373513447323
5C1,SSP585,0.9,0.9273822161842566,0.8353418606625873,1.028637552358831,29.72393,-98.69464,422.1,0.2084315272850118
NFW,SSP585,0.9,1.0308144732388211,0.8834038767835811,1.1532416187816603,32.78098,-97.43648,198.0,0.2617713943715288
SNK,SSP585,0.9,1.1397350445526526,1.0154907028316396,1.346013222855378,32.69339,-100.95047,741.0,0.289999435924574
UVA,SSP585,0.9,1.0050917410186562,0.7670088480104045,1.3922482792908533,29.21133,-99.74358,287.0,0.6220720017525677
BKS,SSP585,0.9,1.1921405226544763,0.9502764731771618,1.6016843682936026,27.20667,-98.12111,34.0,0.5464187172045668
GDJ,SSP585,0.9,1.1410550149310614,0.954793094393516,1.3480796804538393,32.44442,-97.81694,237.0,0.344669258637003
SLR,SSP585,0.9,1.0879569736496153,0.9009093160203324,1.329620227041738,33.16,-95.62,149.0,0.39405134707052786
TRL,SSP585,0.9,1.0476278114828923,0.9268521995548455,1.1858318616553654,32.71,-96.27,145.0,0.24720579127614056
PRX,SSP585,0.9,1.0079347188607175,0.7980714987850418,1.2068476073494785,33.63661,-95.45075,167.0,0.4055581189092107
CLL,SSP585,0.9,1.000650027446686,0.9032867867257414,1.1076072463332978,30.58806,-96.36389,98.0,0.20418773197749446
LRD,SSP585,0.9,0.9304790096607416,0.7779663196301755,1.0801211940902071,27.5438,-99.46153,155.0,0.32473045745567025
LZZ,SSP585,0.9,1.1227658181101627,0.9214751866350572,1.2872743191292313,31.10619,-98.19589,370.3,0.3258018071033606
11R,SSP585,0.9,0.8049751494116911,0.6801793429169236,0.952752648186576,30.21889,-96.37417,94.0,0.3386108322335915
SEP,SSP585,0.9,1.1506287857987456,0.9271408443471052,1.4379482195867648,32.21533,-98.17767,402.0,0.44393759442152875
HQZ,SSP585,0.9,1.1237607163313934,0.9547314280148884,1.3257940897474378,32.74696,-96.53042,136.0,0.33019721755705533
JXI,SSP585,0.9,1.168036627266307,0.894180701998576,1.4392326399829758,32.7,-94.95,127.0,0.46663942316607715
GDP,SSP585,0.9,0.7563450698677416,0.630653356270615,0.9655054744829964,31.83312,-104.80978,1662.0,0.442724004627855
DFW,SSP585,0.9,0.9465223576107712,0.8824648285417112,0.9994776038152616,32.89683,-97.038,182.0,0.1236238894228724
LVJ,SSP585,0.9,0.985395521495972,0.8276119312839499,1.1214545720804396,29.5189,-95.2417,13.164371,0.29819766214321164
PWG,SSP585,0.9,0.8821233873857679,0.6692017347364857,1.0886247208001054,31.48492,-97.31653,180.0,0.4754697495399232
HYI,SSP585,0.9,1.1602198049314247,0.791723307198637,1.674956123829722,29.89275,-97.863,182.0,0.7612633510279448
BRO,SSP585,0.9,0.9823659743015998,0.8945512521340695,1.0874290523314871,25.91461,-97.42313,6.0,0.19634006596629283
3T5,SSP585,0.9,0.8152281612778011,0.6852202968680816,0.9975919538391383,29.91,-96.95,99.0,0.3831708370837443
GYB,SSP585,0.9,0.9894322384305172,0.8346779405501694,1.2474987358562912,30.17,-96.98,148.0,0.41722998227848035
ADS,SSP585,0.9,1.178102868271056,0.8180017979578187,1.518596794222845,32.96856,-96.83645,196.0,0.594680664255742
HLR,SSP585,0.9,1.0973257417963942,0.9211243064888384,1.3182665497585468,31.1387,-97.7145,283.0,0.36191827835876755
AXH,SSP585,0.9,0.9236598030542664,0.7928631379937098,1.1289555863256453,29.50614,-95.47692,20.7,0.36387038520089154
AFW,SSP585,0.9,1.082078976400206,0.9445798333273522,1.2194257107219304,32.9716,-97.31788,204.81914,0.25399798294660403
GYI,SSP585,0.9,1.044136656441518,0.8396584828573759,1.36808441945173,33.71411,-96.67367,228.0,0.5060888661789371
RAS,SSP585,0.9,0.9603335308901852,0.7881979464851757,1.183766634418918,27.81,-97.09,2.0,0.4119076083567218
TYR,SSP585,0.9,1.055612369887381,0.9356997716435114,1.216255266617499,32.35414,-95.40239,166.0,0.26577511118396524
VCT,SSP585,0.9,1.0190168687269574,0.8956032398672378,1.1188714475622534,28.8614,-96.9303,36.0,0.21910158167836938
COM,SSP585,0.9,1.1399282217040587,0.8944406892617497,1.3226258275281852,31.84114,-99.40361,517.2,0.3756246490909306
6R6,SSP585,0.9,1.0421137679937176,0.8961473855056573,1.2431905592358914,30.04602,-102.21291,702.0,0.33301850948420275
ATT,SSP585,0.9,1.0351742531613517,0.9330680058759036,1.1110394193494972,30.32081,-97.76042,203.0,0.17192411125960785
FST,SSP585,0.9,1.1202793119128909,0.9999825151645478,1.2462322583750247,30.91194,-102.91667,917.0,0.2198110244399697
UTS,SSP585,0.9,0.9894725405888324,0.8610023121134938,1.0855525757601086,30.74689,-95.58717,112.0,0.22693935853236064
INJ,SSP585,0.9,1.0690990137711,0.8728657061182968,1.20982887909179,32.08361,-97.09722,209.0,0.3151842520038455
ECU,SSP585,0.9,0.9903446202629516,0.7792295232679037,1.234772640497852,29.94692,-100.17385,723.0,0.4599844416875761
HRX,SSP585,0.9,1.1453818033253684,0.938981813537334,1.6651415814618122,34.85776,-102.32641,1153.0,0.6339892652530627
JCT,SSP585,0.9,1.1134557588808862,1.0002569949794096,1.2904737713058834,30.51083,-99.76639,522.0,0.26064508985805174
F05,SSP585,0.9,1.1349316459603631,0.9732908703679336,1.3118514381451742,34.22567,-99.28375,386.0,0.2983092144644143
RPH,SSP585,0.9,1.135859560622459,0.9505613145410896,1.3399652242382725,33.11,-98.555,344.0,0.3428275142428583
PIL,SSP585,0.9,0.9657746009166044,0.8391599023269548,1.219033930507926,26.1597,-97.33781,6.0,0.3933361136443614
RKP,SSP585,0.9,0.9707620468323052,0.7944410175928828,1.2761515439971352,28.08361,-97.04639,8.0,0.4962189529103683
T82,SSP585,0.9,1.1212627578404446,0.9679021067179496,1.3323594518748163,30.24325,-98.90919,517.0,0.32504187141541435
PEZ,SSP585,0.9,1.0403274078122031,0.8262543830467374,1.1791668554134966,28.95419,-98.51998,131.1,0.3392321203080963
SJT,SSP585,0.9,1.0613110089531892,0.9331342003003796,1.17556258005569,31.35167,-100.495,582.0,0.22842350424163269
AQO,SSP585,0.9,1.161888515771106,0.996938398334467,1.372404928234964,30.78361,-98.66194,336.0,0.3231519416915078
LUD,SSP585,0.9,1.1252234624390254,0.93931820127486,1.334087422394932,33.25425,-97.5805,319.0,0.35083628656691296
PYX,SSP585,0.9,1.1455423167863348,0.9211425379266798,1.3899563436279003,36.414,-100.75,889.0,0.40925053473049755
GPM,SSP585,0.9,1.080474474381632,0.8402471461928821,1.321431752191566,32.69878,-97.04692,180.0,0.4453456489789556
BPC,SSP585,0.9,1.072350683143285,0.8887347506974503,1.4141420707116956,35.88928,-101.03014,845.0,0.4899584886486631
BKD,SSP585,0.9,0.839703758003335,0.7171969975194004,1.0151768183856569,32.71905,-98.891,391.4,0.35486303118947465
PSX,SSP585,0.9,0.9946803499998852,0.8736040452398617,1.1202129085069503,28.73,-96.25,5.0,0.24792775213375542
COT,SSP585,0.9,1.1425748030872225,0.9711737539637552,1.398243555803972,28.45667,-99.21833,144.0,0.3737784175585527
CRP,SSP585,0.9,1.041352307887318,0.920454109574276,1.1665919794293698,27.77306,-97.51278,13.0,0.23636368594069293
GOP,SSP585,0.9,1.1599761626900171,0.9457743385792164,1.4377714423971344,31.42128,-97.79697,276.0,0.4241441502357798
SWW,SSP585,0.9,1.0000362971435002,0.8391160663118801,1.2603006958309448,32.46736,-100.46656,727.0,0.42116934227501035
MAF,SSP585,0.9,1.0546318055161554,0.97874292321295,1.1521380956911067,31.94662,-102.20745,868.9406,0.1644129937777612
MCJ,SSP585,0.9,0.9002931333743315,0.7345574264172664,1.0279040422672252,29.714,-95.395,22.525835,0.3258345587403127
ERV,SSP585,0.9,1.2257227495004173,0.9520596624668936,1.7183732881469704,29.97667,-99.08547,493.0,0.6251932796322925
JDD,SSP585,0.9,1.0697956619017102,0.8788794240205068,1.2803038026934972,32.7422,-95.49648,132.0,0.3752346293491253
MKN,SSP585,0.9,1.180161265035332,0.9412158528191108,1.5192745806762742,31.92,-98.6,423.0,0.4898133373661076
MNZ,SSP585,0.9,1.245251735695897,0.9619316916079622,1.5717751139469984,31.66593,-98.14864,395.9,0.4897350510402871
RWV,SSP585,0.9,1.2796968670819642,0.9283965865866076,1.9998131662215128,30.51547,-96.70409,119.0,0.8372424807743796
SSF,SSP585,0.9,1.0159245265895334,0.8664969079291525,1.1937202070142283,29.33698,-98.47105,176.0,0.32209410297787283
HOU,SSP585,0.9,0.9759590738549566,0.8239682051684892,1.1809522388572329,29.63747,-95.28245,14.0,0.36577766758055397
LBB,SSP585,0.9,0.9851652180376328,0.8588970451301875,1.2835548982346068,33.66364,-101.82278,988.0,0.43105242179611497
NGP,SSP585,0.9,0.989447635365596,0.888032580672883,1.128591821186216,27.69263,-97.29109,6.0,0.24312478186321357
6R3,SSP585,0.9,0.7575713852907972,0.6298036845150881,0.9231303662112696,30.35644,-95.008,45.7,0.3871934544935153
FTN,SSP585,0.9,1.2467679304101522,1.099524150628916,1.476124041969243,28.2086,-100.0188,236.0,0.3020609386515388
FTW,SSP585,0.9,1.004790871791719,0.9137903256305552,1.0862994469274043,32.81978,-97.36244,216.0,0.17168659284218515
ALI,SSP585,0.9,0.9584518160279284,0.8093529403282036,1.149617909232273,27.74089,-98.02694,54.0,0.3550152059956599
BEA,SSP585,0.9,0.979466173327498,0.7477005974123153,1.2260680524737797,28.36187,-97.79103,81.7,0.48839609584099
ELP,SSP585,0.9,0.9327447640555616,0.8387780647228165,1.049262807235278,31.81111,-106.37583,1194.0,0.22566167147084998
JWY,SSP585,0.9,1.0683956432555484,0.8397315512353937,1.2478981192104326,32.45611,-96.9125,217.0,0.3820369079110986
MRF,SSP585,0.9,0.9417632872921112,0.5881919352666224,1.7629153108641848,30.37,-104.02,1481.0,1.2473658630028897
SGR,SSP585,0.9,1.0092396730043025,0.911867306425228,1.103599598623413,29.62225,-95.65653,2.0,0.18997696714343068
PSN,SSP585,0.9,1.1924707104819607,1.0232324930427203,1.4261272338627695,31.77969,-95.70631,129.0,0.3378655234703511
DAL,SSP585,0.9,1.0818949415072996,0.9456646461403072,1.267313064917182,32.84711,-96.85178,148.0,0.2973009729842651
CWC,SSP585,0.9,0.9197272022127532,0.7458487370770301,1.081038426738897,33.85784,-98.4904,304.0,0.3644446840926753
MDD,SSP585,0.9,1.1008724344448484,0.9551784559687444,1.2705375911762264,32.03653,-102.10103,854.0,0.2864629228058675
IAH,SSP585,0.9,1.0635491697462849,0.9085895019430832,1.2547090699329533,29.9844,-95.3607,28.0,0.32543823815163964
APY,SSP585,0.9,1.027783498121076,0.814020527251521,1.1815132183088266,26.96879,-99.24891,128.6,0.3575584660866134
PKV,SSP585,0.9,1.1630640741000835,0.9293033405215252,1.55609215162559,28.654,-96.681,9.0,0.5389116774061139
DUX,SSP585,0.9,1.1081677108328674,0.9755302927340284,1.377179308754249,35.858,-102.013,1129.0,0.3624442510767189
DTO,SSP585,0.9,1.0685572081425545,0.9689455002768576,1.21195815123393,33.205,-97.2006,200.71758,0.22742128274020537
OCH,SSP585,0.9,1.0922196427609712,0.8617045683844713,1.2793950710870765,31.57778,-94.70944,108.0,0.3824235404215446
CRS,SSP585,0.9,0.944233303717946,0.8526131204533759,1.0468036081757452,32.03,-96.4,137.0,0.2056594349698731
HBV,SSP585,0.9,0.9463854324071792,0.7533909905116647,1.202356528456869,27.34956,-98.73694,202.0,0.4744003051729544
XBP,SSP585,0.9,1.0921528930489608,0.8997107154692234,1.3263406377613602,33.17533,-97.82839,259.7,0.3906320488710285
LBX,SSP585,0.9,1.047873144029367,0.917162312980766,1.2062411848373389,29.10864,-95.46208,8.0,0.27587201132475186
RFI,SSP585,0.9,0.8779249839048092,0.7228192851923418,1.1650726236105071,32.14172,-94.85172,134.7,0.5037484369690947
PEQ,SSP585,0.9,1.1661918001557203,0.9631430205973708,1.3940736233573547,31.38,-103.51,796.0,0.3695194930220246
GLE,SSP585,0.9,1.0640709796454069,0.9089052189964272,1.2207394960658775,33.65139,-97.19694,256.0,0.2930577781318372
NQI,SSP585,0.9,0.9207417629636095,0.7666505533826288,1.0730259088444103,27.5072,-97.8097,15.0,0.3327484076269606
PVW,SSP585,0.9,1.221568369093394,0.9683408372770004,1.5872438489519072,34.16815,-101.71734,1028.0,0.5066462322810759
NOG,SSP585,0.9,1.3105082756036903,1.11815906649975,1.58895639165752,27.90113,-98.05167,78.0,0.3592478841393775
HDO,SSP585,0.9,1.0581113325505862,0.9040414237625048,1.2299070629662228,29.35944,-99.17417,283.0,0.3079691419788654
JSO,SSP585,0.9,1.2326264953044994,0.9836082924452132,1.521406487618762,31.87,-95.22,206.0,0.4363026409234332
FWS,SSP585,0.9,1.1069458266995904,0.797509325506302,1.3174325146970642,32.57297,-97.30332,208.02596,0.4696916295722772
GTU,SSP585,0.9,1.077540806586924,0.8298997717526838,1.313345758091484,30.68083,-97.67666,240.0,0.4486567778997622
HRL,SSP585,0.9,1.070511019530952,0.9393652307899792,1.2413701709370888,26.2285,-97.65439,11.0,0.2821128737931479
SPS,SSP585,0.9,1.0712384322801232,0.9487125846161356,1.2065204482105802,33.9786,-98.4928,314.0,0.24066338158322279
CVB,SSP585,0.9,1.1209944994664431,0.9904952938722318,1.282308754366294,29.34192,-98.8509,235.0,0.26031658552558107
DHT,SSP585,0.9,0.9960042058003812,0.9067958976765266,1.0728940399386149,36.02259,-102.54728,1216.0,0.166764498879413
SAT,SSP585,0.9,1.0342140547485796,0.8809618253310807,1.2445313782338472,29.53369,-98.46978,242.0,0.35154187978150353
BPG,SSP585,0.9,1.0107203835808485,0.8672395293864443,1.181285984674404,32.21261,-101.52164,784.0,0.31071546630467134
EBG,SSP585,0.9,1.0110949191593783,0.8515642787057918,1.244836660477954,26.44167,-98.12222,24.0,0.38895693601064457
BMQ,SSP585,0.9,0.9911417796865318,0.861557374844943,1.0917971470871948,30.73893,-98.23861,389.0,0.23229751480668048
RBD,SSP585,0.9,0.9912241415189322,0.8348013288698114,1.1530691366191208,32.68,-96.87,201.0,0.3210856096196387
ORG,SSP585,0.9,0.9368710196990302,0.7671817068775478,1.145828852381323,30.06918,-93.80361,4.0,0.4041614454307867
TPL,SSP585,0.9,0.9094229747668666,0.7118559601220101,1.1160567787254922,31.1525,-97.40778,208.0,0.4444585520913415
E38,SSP585,0.9,0.9290243363858068,0.7659516233300212,1.0492044783623466,30.384,-103.684,1376.0,0.3048928256651134
OZA,SSP585,0.9,1.1917212217158348,0.886475930386701,1.6623843506535203,30.73528,-101.20297,725.7,0.6510821542219999
JAS,SSP585,0.9,1.0558882871929105,0.8722367077004665,1.2340380169809675,30.88569,-94.03494,65.0,0.3426511248101382
AUS,SSP585,0.9,0.9261283850171323,0.8311641745743945,1.0403222223885538,30.19453,-97.66989,189.0,0.22584131012277534
DWH,SSP585,0.9,0.9181813900522416,0.782254546845217,1.0759212987326108,30.06803,-95.55624,46.0,0.3198352254456879
GNC,SSP585,0.9,1.085037818405271,0.9529127432065349,1.2603872004632348,32.67533,-102.65267,1010.0,0.2833767192636742
CDS,SSP585,0.9,0.9939686365739844,0.8828580927976151,1.0775152600666404,34.43389,-100.28806,595.0,0.19583833946709886
CXO,SSP585,0.9,0.9416877762596808,0.7870321881239815,1.1207209099443671,30.35236,-95.41453,75.0,0.3543517609900113
DRT,SSP585,0.9,1.067130209087516,0.8561824868939304,1.392677265545968,29.37421,-100.92716,307.0,0.5027453764154842
TKI,SSP585,0.9,0.9716151637516772,0.8485660328376746,1.0958115413773797,33.18,-96.59,179.0,0.2544685568564216
GLS,SSP585,0.9,0.9674558579205692,0.8873335284020816,1.1819291753501904,29.26533,-94.86042,16.0,0.304505517782803
INK,SSP585,0.9,1.14971134600748,1.025766506362607,1.2701948302270736,31.78,-103.2,859.0,0.2125997318485856
BPT,SSP585,0.9,1.007264345270293,0.8836983568613522,1.113112552885258,29.95206,-94.02614,4.5784636,0.22775967113413892
LFK,SSP585,0.9,0.946760062321094,0.8589655344334115,1.03488523113612,31.23401,-94.75,88.0,0.1858123337727414
BYY,SSP585,0.9,0.898533043273306,0.7425186188042776,1.0637670973778148,28.97325,-95.86344,14.0,0.3575255033507136
0F2,SSP585,0.9,1.094904870358308,0.8984258102314608,1.45755151542975,33.60167,-97.77556,335.6,0.5106614467933777
EDC,SSP585,0.9,1.1679457559928157,0.9493654827109124,1.355356301772509,30.39255,-97.56213,187.5,0.34761102301063884
BAZ,SSP585,0.9,1.110213158011872,0.9890815249953928,1.3383161843553837,29.709,-98.045,195.0,0.31456541191187753
LHB,SSP585,0.9,1.1486174163394185,1.0247033277927522,1.3177602568567135,30.87,-96.62,87.0,0.25513885206261094
HHF,SSP585,0.9,0.9547012801890742,0.8112126044509351,1.1393518482102116,35.895,-100.404,730.0,0.34370881297476635
ABI,SSP585,0.9,1.086475165281246,0.9157197969666416,1.2347045795152942,32.41063,-99.68209,544.9975,0.2935960183370412
DZB,SSP585,0.9,1.1199674880195365,0.9624463834735016,1.2775421600191637,30.52705,-98.35876,333.0,0.28134368177316726
MFE,SSP585,0.9,0.8836312220229802,0.7538098498261333,0.9967395729644666,26.17583,-98.23861,33.0,0.2749220682607518
ACT,SSP585,0.9,1.0735359318329774,0.9802048043077752,1.184269051760627,31.61797,-97.2283,155.0,0.19008608971702343
GVT,SSP585,0.9,1.0472563545603015,0.8522948127235435,1.2459933133217989,33.06784,-96.06533,163.0,0.3759332649392733
GKY,SSP585,0.9,1.0450714717540404,0.8927292485639183,1.2040823513540233,32.66386,-97.09428,192.0,0.29792517660780865
RYW,SSP585,0.9,1.0120321973730362,0.8353192091522279,1.1649026886151803,30.4967,-97.96589,375.2,0.3256650137401385
MWL,SSP585,0.9,1.1263116801060622,0.9308932737654902,1.3247310406958852,32.78161,-98.06018,296.0,0.34967032117904356
RBO,SSP585,0.9,1.112687299548559,0.8779030317026886,1.4219520541704855,27.77854,-97.69052,24.0,0.4889505098948548
AMA,SSP585,0.9,1.061456876425919,0.9114913816297724,1.3213740744292644,35.21936,-101.70592,1099.0,0.3861510551230561
OSA,SSP585,0.9,0.9260804076366206,0.7972289522608571,1.0803066601204177,33.09556,-94.96139,111.0,0.3056729259416919
ODO,SSP585,0.9,1.0508991399345486,0.9312964736205254,1.1480003974552282,31.92056,-102.38667,915.0,0.20620810846624105
